CD_NODO,DS_NODO,CD_ACCESSO,BUSINESS_PROCESS,PG_ORDINAMENTO,FL_TERMINALE,LIVELLO,URL_ICONA,CD_PROPRIO_NODO,CD_NODO_PADRE,URL_ICONA_OPEN,UTCR,UTUV,PG_VER_REC
"0.DOC.OBBLIG.STAMPE.STMORD","stampa ordine","DOCOBBLIGCORESTMORDM","StampaOrdineBP","5","Y","4","NULL","STMORD","0.DOC.OBBLIG.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.STAMPE","stampe","NULL","NULL","6","N","3","NULL","STAMPE","0.CFG.ANAGCF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.STAMPE.SIMDIP","stampa imponibili dipendenti","CFGANAGCFCORESIMDIPM","StampaImponibiliDipendentiBP","2","Y","4","NULL","SIMDIP","0.CFG.ANAGCF.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.ACCERT.STAMPE.STSCAD","scadenzario accertamenti","DOCACCERTCORESTSCADM","StampaScadenzarioAccertamentiBP","2","Y","4","NULL","STSCAD","0.DOC.ACCERT.STAMPE","NULL","SYSTEM","SYSTEM","1"
"0.SERV.GESFES.V","visualizzazione","CFGGESFESCOREGESFESV","CRUDBframeBlobBP","1","Y","3","NULL","V","0.SERV.GESFES","NULL","SYSTEM","SYSTEM","1"
"0.SERV.GESFES.M","gestione","CFGGESFESCOREGESFESM","CRUDBframeBlobBP","2","Y","3","NULL","M","0.SERV.GESFES","NULL","SYSTEM","SYSTEM","1"
"0.RIP","Gestione dei riporti","NULL","NULL","9","N","1","NULL","RIP","0","NULL","SYSTEM","SYSTEM","1"
"0.RIP.ANNMAS","Annullamento massivo","NULL","NULL","1","N","2","NULL","ANNMAS","0.RIP","NULL","SYSTEM","SYSTEM","1"
"0.RIP.RESSUC","Riporto esercizio successivo","NULL","NULL","2","N","2","NULL","RESSUC","0.RIP","NULL","SYSTEM","SYSTEM","1"
"0.DOC.OBBLIG.TABR.TPCONS.M","gestione","DOCOBBLIGTABRTPCONSM","CRUDTipoConsegnaBP","2","Y","5","NULL","M","0.DOC.OBBLIG.TABR.TPCONS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.REVERS.REVPRV","Reversali Provvisorie","NULL","NULL","3","N","3","NULL","REVPRV","0.DOC.REVERS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.REVERS.REVPRV.V","visualizzazione","DOCREVERSCOREREVPRVV","ListaReversaliBP","1","Y","4","NULL","V","0.DOC.REVERS.REVPRV","NULL","SYSTEM","SYSTEM","1"
"0.DOC.REVERS.REVPRV.M","gestione","DOCREVERSCOREREVPRVM","ListaReversaliBP","2","Y","4","NULL","M","0.DOC.REVERS.REVPRV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.V","visualizzazione","AMMMISSIOCOREMISSIOV","CRUDMissioneBP","1","Y","3","NULL","V","0.AMM.MISSIO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.MISSIO.M","gestione","AMMMISSIOCOREMISSIOM","CRUDMissioneBP","2","Y","3","NULL","M","0.AMM.MISSIO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.GESTBE","gestione bene","NULL","NULL","3","N","3","NULL","GESTBE","0.AMM.INVENT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.GESTBE.V","visualizzazione","AMMINVENTCOREGESTBEV","CRUDInventarioBeniBP","1","Y","4","NULL","V","0.AMM.INVENT.GESTBE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.GESTBE.M","gestione","AMMINVENTCOREGESTBEM","CRUDInventarioBeniBP","2","Y","4","NULL","M","0.AMM.INVENT.GESTBE","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.V","visualizzazione","AMMCOMPENCORECOMPENV","CRUDCompensoBP","1","Y","3","NULL","V","0.AMM.COMPEN","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.M","gestione","AMMCOMPENCORECOMPENM","CRUDCompensoBP","2","Y","3","NULL","M","0.AMM.COMPEN","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.NOTCRD","note di credito","NULL","NULL","3","N","4","NULL","NOTCRD","0.AMM.FATTUR.FATPAS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.NOTCRD.V","visualizzazione","AMMFATTURDOCSNOTCRDV","CRUDNotaDiCreditoBP","1","Y","5","NULL","V","0.AMM.FATTUR.FATPAS.NOTCRD","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.NOTDBT","note di debito","NULL","NULL","4","N","4","NULL","NOTDBT","0.AMM.FATTUR.FATPAS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATPAS.NOTDBT.V","visualizzazione","AMMFATTURDOCSNOTDBTV","CRUDNotaDiDebitoBP","1","Y","5","NULL","V","0.AMM.FATTUR.FATPAS.NOTDBT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATATT.NOTCRD","note di credito","NULL","NULL","3","N","4","NULL","NOTCRD","0.AMM.FATTUR.FATATT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATATT.NOTDBT","note di debito","NULL","NULL","4","N","4","NULL","NOTDBT","0.AMM.FATTUR.FATATT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATATT.NOTCRD.V","visualizzazione","AMMFATTURDOCSNTCRDAV","CRUDNotaDiCreditoAttivaBP","1","Y","5","NULL","V","0.AMM.FATTUR.FATATT.NOTCRD","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATATT.NOTDBT.V","visualizzazione","AMMFATTURDOCSNTDBTAV","CRUDNotaDiDebitoAttivaBP","1","Y","5","NULL","V","0.AMM.FATTUR.FATATT.NOTDBT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASTRTT","Ass. Tipo Tratt. - Tipo Rapp.","NULL","NULL","12","N","4","NULL","ASTRTT","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TITRAT","Tipo Trattamento","NULL","NULL","10","N","4","NULL","TITRAT","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASTRTT.V","visualizzazione","AMMCOMPENTABRASTRTTV","CRUDAssTipoRapportoTipoTrattamentoBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.ASTRTT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.CONFCAS","Configurazione cassiere","NULL","NULL","0","N","3","NULL","CONFCAS","0.DOC.INTCAS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.ASTRTT.M","gestione","AMMCOMPENTABRASTRTTM","CRUDAssTipoRapportoTipoTrattamentoBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.ASTRTT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TITRAT.V","visualizzazione","AMMCOMPENTABRTITRATV","CRUDTipoTrattamentoBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.TITRAT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TITRAT.M","gestione","AMMCOMPENTABRTITRATM","CRUDTipoTrattamentoBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.TITRAT","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.TIAMMO","Tipo Ammortamento","NULL","NULL","7","N","4","NULL","TIAMMO","0.AMM.INVENT.TABRIF","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.TIAMMO.V","visualizzazione","AMMINVENTTABRTIAMMOV","CRUDTipoAmmortamentoBP","1","Y","5","NULL","V","0.AMM.INVENT.TABRIF.TIAMMO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.INVENT.TABRIF.TIAMMO.M","gestione","AMMINVENTTABRTIAMMOM","CRUDTipoAmmortamentoBP","2","Y","5","NULL","M","0.AMM.INVENT.TABRIF.TIAMMO","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TRCORI","Trattamento CORI","NULL","NULL","11","N","4","NULL","TRCORI","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TRCORI.M","gestione","AMMCOMPENTABRTRCORIM","CRUDTrattamentoCORIBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.TRCORI","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TRCORI.V","visualizzazione","AMMCOMPENTABRTRCORIV","CRUDTrattamentoCORIBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.TRCORI","NULL","SYSTEM","SYSTEM","1"
"0.SERV.LOGS","Logs applicativi","NULL","NULL","4","N","2","NULL","LOGS","0.SERV","NULL","SYSTEM","SYSTEM","1"
"0.SERV.LOGS.V","visualizzazione","CFGBATCHLCOREBATCHLV","CRUDTestataLogBP","1","Y","3","NULL","V","0.SERV.LOGS","NULL","SYSTEM","SYSTEM","1"
"0.SERV.LOGS.M","gestione","CFGBATCHLCOREBATCHLM","CRUDTestataLogBP","2","Y","3","NULL","M","0.SERV.LOGS","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FDECON.SPECON","Spese fondo economale","NULL","NULL","3","N","3","NULL","SPECON","0.AMM.FDECON","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FDECON.SPECON.V","visualizzazione","AMMFDECONCORESPECONV","RicercaEconomaleBP","1","Y","4","NULL","V","0.AMM.FDECON.SPECON","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FDECON.SPECON.M","gestione","AMMFDECONCORESPECONM","RicercaEconomaleBP","2","Y","4","NULL","M","0.AMM.FDECON.SPECON","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TIRISC","Tipologia Rischio","NULL","NULL","13","N","4","NULL","TIRISC","0.AMM.COMPEN.TABR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TIRISC.V","visualizzazione","AMMCOMPENTABRTIRISCV","CRUDTipologiaRischioBP","1","Y","5","NULL","V","0.AMM.COMPEN.TABR.TIRISC","NULL","SYSTEM","SYSTEM","1"
"0.AMM.COMPEN.TABR.TIRISC.M","gestione","AMMCOMPENTABRTIRISCM","CRUDTipologiaRischioBP","2","Y","5","NULL","M","0.AMM.COMPEN.TABR.TIRISC","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.TABR.TIPSEZ.M","gestione","AMMFATTURTABRTIPSEZM","CRUDTipoSezionaleBP","2","Y","5","NULL","M","0.AMM.FATTUR.TABR.TIPSEZ","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT","Mandati","NULL","NULL","3","N","2","NULL","MANDAT","0.DOC","NULL","SYSTEM","SYSTEM","1"
"0.DOC.CON.MAN","Mandati","NULL","NULL","40","N","3","NULL","MAN","0.DOC.CON","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CONTEP.V","visualizzazione","CFGPDCECPCORECONTEPV","CRUDConfigContoBP","1","Y","4","NULL","V","0.CFG.PDCECP.CONTEP","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCECP.CONTEP.M","gestione","CFGPDCECPCORECONTEPM","CRUDConfigContoBP","2","Y","4","NULL","M","0.CFG.PDCECP.CONTEP","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ESERCI.M","gestione","CFGESERCICOREESERCIM","CRUDConfigEsercizioBP","2","Y","3","NULL","M","0.CFG.ESERCI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ESERCI.V","visualizzazione","CFGESERCICOREESERCIV","CRUDConfigEsercizioBP","1","Y","3","NULL","V","0.CFG.ESERCI","NULL","SYSTEM","SYSTEM","1"
"0.CFG.STRORG.TABR","tabelle riferimento","NULL","NULL","4","N","3","NULL","TABR","0.CFG.STRORG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.STRORG.TABR.TIPCDS","tipo di centro di Spesa","NULL","NULL","1","N","4","NULL","TIPCDS","0.CFG.STRORG.TABR","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.DSTCAS","Distinta Cassiere","NULL","NULL","10","N","3","NULL","DSTCAS","0.DOC.INTCAS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.DSTCAS.M","gestione","DOCINTCASCOREDISCASM","CRUDDistintaCassiereBP","2","Y","4","NULL","M","0.DOC.INTCAS.DSTCAS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.DSTCAS.V","visualizzazione","DOCINTCASCOREDISCASV","CRUDDistintaCassiereBP","1","Y","4","NULL","V","0.DOC.INTCAS.DSTCAS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.INVCAS","Invio a Cassiere","NULL","NULL","20","N","3","NULL","INVCAS","0.DOC.INTCAS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.INVCAS.M","gestione","DOCINTCASCOREINVCASM","ListaDistinteEmesseBP","1","Y","4","NULL","M","0.DOC.INTCAS.INVCAS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSCNR","sospesi Ente","NULL","NULL","40","N","3","NULL","SOSCNR","0.DOC.INTCAS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSCNR.M","gestione","DOCINTCASCORESOSCNRM","ListaSospesiCNRBP","1","Y","4","NULL","M","0.DOC.INTCAS.SOSCNR","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSRIS","Sospesi/Riscontri","NULL","NULL","30","N","3","NULL","SOSRIS","0.DOC.INTCAS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSRIS.M","gestione","DOCINTCASCORESOSRISM","CRUDSospesoBP","2","Y","4","NULL","M","0.DOC.INTCAS.SOSRIS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.INTCAS.SOSRIS.V","visualizzazione","DOCINTCASCORESOSRISV","CRUDSospesoBP","1","Y","4","NULL","V","0.DOC.INTCAS.SOSRIS","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.REGOLA","Regolarizzazione","NULL","NULL","40","N","3","NULL","REGOLA","0.DOC.MANDAT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.REGOLA.M","gestione","DOCMANDATCOREREGOLAM","CRUDMandatoRegolarizzazioneBP","2","Y","4","NULL","M","0.DOC.MANDAT.REGOLA","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.REGOLA.V","visualizzazione","DOCMANDATCOREREGOLAV","CRUDMandatoRegolarizzazioneBP","1","Y","4","NULL","V","0.DOC.MANDAT.REGOLA","NULL","SYSTEM","SYSTEM","1"
"0.IVA","Gestione IVA","NULL","NULL","7","N","1","NULL","IVA","0","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQIVA","Liquidazione IVA","NULL","NULL","3","N","2","NULL","LIQIVA","0.IVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQIVA.LIQDEF","Liquidazione definitiva IVA","NULL","NULL","2","N","3","NULL","LIQDEF","0.IVA.LIQIVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQIVA.LIQDEF.M","gestione","AMMLIQIVACORELIQDEFM","LiquidazioneDefinitivaIvaBP","1","Y","4","NULL","M","0.IVA.LIQIVA.LIQDEF","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQIVA.LIQPRV","Liquidazione provvisoria IVA","NULL","NULL","1","N","3","NULL","LIQPRV","0.IVA.LIQIVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.LIQIVA.LIQPRV.M","gestione","AMMLIQIVACORELIQPRVM","LiquidazioneProvvisoriaIvaBP","1","Y","4","NULL","M","0.IVA.LIQIVA.LIQPRV","NULL","SYSTEM","SYSTEM","1"
"0.IVA.REGIVA","Registri IVA","NULL","NULL","1","N","2","NULL","REGIVA","0.IVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.REGIVA.STDFRG","Stampa definitiva registri IVA","NULL","NULL","2","N","3","NULL","STDFRG","0.IVA.REGIVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.REGIVA.STDFRG.M","gestione","AMMREGIVACORESTDFRGM","StampaDefinitivaRegistriIvaBP","1","Y","4","NULL","M","0.IVA.REGIVA.STDFRG","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.STRALCIO","Stralcio Mensile","NULL","NULL","6","N","3","NULL","STRALCIO","0.DOC.STIPEN","NULL","SYSTEM","SYSTEM","1"
"0.IVA.REGIVA.STPRRG","Stampa provvisoria registri IVA","NULL","NULL","1","N","3","NULL","STPRRG","0.IVA.REGIVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.REGIVA.STPRRG.M","gestione","AMMREGIVACORESTPRRGM","StampaProvvisoriaRegistriIvaBP","1","Y","4","NULL","M","0.IVA.REGIVA.STPRRG","NULL","SYSTEM","SYSTEM","1"
"0.IVA.RIEIVA","Riepilogativi IVA","NULL","NULL","2","N","2","NULL","RIEIVA","0.IVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.RIEIVA.RIEDFN","Riepilogativi definitivi IVA","NULL","NULL","2","N","3","NULL","RIEDFN","0.IVA.RIEIVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.RIEIVA.RIEDFN.M","gestione","AMMRIEIVACORERIEDFNM","RiepilogativiDefinitiviIvaBP","1","Y","4","NULL","M","0.IVA.RIEIVA.RIEDFN","NULL","SYSTEM","SYSTEM","1"
"0.IVA.RIEIVA.RIEPRV","Riepilogativi provvisori IVA","NULL","NULL","1","N","3","NULL","RIEPRV","0.IVA.RIEIVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.RIEIVA.RIEPRV.M","gestione","AMMRIEIVACORERIEPRVM","RiepilogativiProvvisoriIvaBP","1","Y","4","NULL","M","0.IVA.RIEIVA.RIEPRV","NULL","SYSTEM","SYSTEM","1"
"0.SERV.BATCH","Batch","NULL","NULL","5","N","2","NULL","BATCH","0.SERV","NULL","SYSTEM","SYSTEM","1"
"0.SERV.BATCH.M","gestione","CFGBATCHLCOREBATCHLM","BatchControlBP","1","Y","3","NULL","M","0.SERV.BATCH","NULL","SYSTEM","SYSTEM","1"
"0.SERV.BATCH.V","visualizzazione","CFGBATCHLCOREBATCHLV","BatchControlBP","2","Y","3","NULL","V","0.SERV.BATCH","NULL","SYSTEM","SYSTEM","1"
"0.SERV.9996","Coda di stampa","CFGPRINTCCORERECODAM","PrintSpoolerBP","6","Y","2","NULL","9996","0.SERV","NULL","SYSTEM","SYSTEM","1"
"0.IVA.GESREG","Gestione registri IVA","NULL","NULL","4","N","2","NULL","GESREG","0.IVA","NULL","SYSTEM","SYSTEM","1"
"0.IVA.GESREG.M","gestione","AMMGESREGCOREGESREGM","GestioneRegistriIvaBP","1","Y","3","NULL","M","0.IVA.GESREG","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONGUA","Conguaglio","NULL","NULL","9","N","2","NULL","CONGUA","0.AMM","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONGUA.M","gestione","AMMCONGUACORECONGUAM","CRUDConguaglioBP","2","Y","3","NULL","M","0.AMM.CONGUA","NULL","SYSTEM","SYSTEM","1"
"0.AMM.CONGUA.V","visualizzazione","AMMCONGUACORECONGUAV","CRUDConguaglioBP","1","Y","3","NULL","V","0.AMM.CONGUA","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.ATERCF","terzo persona fisica/giuridica","NULL","NULL","4","N","3","NULL","ATERCF","0.CFG.ANAGCF","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.ATERCF.V","visualizzazione","CFGANAGCFCOREATERCFV","CRUDTerzoBP","1","Y","4","NULL","V","0.CFG.ANAGCF.ATERCF","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.FATATT.DOCPRO.M","gestione","AMMDOCPRODOCSDOCPROM","DocumentiAmministrativiProtocollabiliBP","1","Y","5","NULL","M","0.AMM.FATTUR.FATATT.DOCPRO","NULL","SYSTEM","SYSTEM","1"
"0.SERV.GESMSG","Messaggi","NULL","NULL","7","N","2","NULL","GESMSG","0.SERV","NULL","SYSTEM","SYSTEM","1"
"0.SERV.GESMSG.M","gestione","CFGGESMSGCOREGESMSGM","CRUDMessaggioBP","2","Y","3","NULL","M","0.SERV.GESMSG","NULL","SYSTEM","SYSTEM","1"
"0.SERV.GESMSG.V","visualizzazione","CFGGESMSGCOREGESMSGV","CRUDMessaggioBP","1","Y","3","NULL","V","0.SERV.GESMSG","NULL","SYSTEM","SYSTEM","1"
"0.CFG.PDCFIN.LIMSPE","Limite Spesa","NULL","NULL","220","N","3","NULL","LIMSPE","0.CFG.PDCFIN","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGING","Piano di gestione in gestione","NULL","NULL","50","N","2","NULL","PDGING","0.PRV","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGING.CSTDIP","costi del personale","NULL","NULL","1","N","3","NULL","CSTDIP","0.PRV.PDGING","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGING.CSTDIP.RIPCST","ripartizione costi","NULL","NULL","3","N","4","NULL","RIPCST","0.PRV.PDGING.CSTDIP","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGING.CSTDIP.V","visualizzazione","PRVPDGINGCORECSTDIPV","CRUDCostiStipendialiMensiliBP","1","Y","4","NULL","V","0.PRV.PDGING.CSTDIP","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGING.CSTDIP.M","gestione","PRVPDGINGCORECSTDIPM","CRUDCostiStipendialiMensiliBP","2","Y","4","NULL","M","0.PRV.PDGING.CSTDIP","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGING.CSTDIP.RIPCST.M","gestione","PRVPDGINGCORERIPCSTM","CostiStipendialiMensiliBP","2","Y","5","NULL","M","0.PRV.PDGING.CSTDIP.RIPCST","NULL","SYSTEM","SYSTEM","1"
"0.PRV.PDGING.CSTDIP.RIPCST.V","visualizzazione","PRVPDGINGCORERIPCSTV","CostiStipendialiMensiliBP","1","Y","5","NULL","V","0.PRV.PDGING.CSTDIP.RIPCST","NULL","SYSTEM","SYSTEM","1"
"0.PRV.BIPREV.RESPRE","residui presunti","NULL","NULL","5","N","3","NULL","RESPRE","0.PRV.BIPREV","NULL","SYSTEM","SYSTEM","1"
"0.PRV.BIPREV.RESPRE.M","gestione","PRVBIPREVCORERESPREM","CRUDResiduiPresuntiBP","2","Y","4","NULL","M","0.PRV.BIPREV.RESPRE","NULL","SYSTEM","SYSTEM","1"
"0.PRV.BIPREV.RESPRE.V","visualizzazione","PRVBIPREVCORERESPREV","CRUDResiduiPresuntiBP","1","Y","4","NULL","V","0.PRV.BIPREV.RESPRE","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN","Stipendi","NULL","NULL","6","N","2","NULL","STIPEN","0.DOC","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.LIQUID","liquidazione","NULL","NULL","1","N","3","NULL","LIQUID","0.DOC.STIPEN","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.LIQUID.M","gestione","DOCSTIPENCORELIQUIDM","ContabilizzazioneFlussoStipendialeMensileBP","2","Y","4","NULL","M","0.DOC.STIPEN.LIQUID","NULL","SYSTEM","SYSTEM","1"
"0.DOC.STIPEN.LIQUID.V","visualizzazione","DOCSTIPENCORELIQUIDV","ContabilizzazioneFlussoStipendialeMensileBP","1","Y","4","NULL","V","0.DOC.STIPEN.LIQUID","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.ABICAB","ABI/CAB","NULL","NULL","7","N","4","NULL","ABICAB","0.CFG.ANAGCF.TABR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.ABICAB.V","visualizzazione","CFGANAGCFTABRABICABV","CRUDAbiCabBP","1","Y","5","NULL","V","0.CFG.ANAGCF.TABR.ABICAB","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.ABICAB.M","gestione","CFGANAGCFTABRABICABM","CRUDAbiCabBP","2","Y","5","NULL","M","0.CFG.ANAGCF.TABR.ABICAB","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR","Territorio","NULL","NULL","8","N","4","NULL","TERR","0.CFG.ANAGCF.TABR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.NAZ","nazione","NULL","NULL","1","N","5","NULL","NAZ","0.CFG.ANAGCF.TABR.TERR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.NAZ.V","visualizzazione","CFGANAGCFTABRTERNAZV","CRUDNazioneBP","1","Y","6","NULL","V","0.CFG.ANAGCF.TABR.TERR.NAZ","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.NAZ.M","gestione","CFGANAGCFTABRTERNAZM","CRUDNazioneBP","2","Y","6","NULL","M","0.CFG.ANAGCF.TABR.TERR.NAZ","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.COM","comune italiano","NULL","NULL","2","N","5","NULL","COM","0.CFG.ANAGCF.TABR.TERR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.COM.V","visualizzazione","CFGANAGCFTABRTERCOMV","CRUDComuneItalianoBP","1","Y","6","NULL","V","0.CFG.ANAGCF.TABR.TERR.COM","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.COM.M","gestione","CFGANAGCFTABRTERCOMM","CRUDComuneItalianoBP","2","Y","6","NULL","M","0.CFG.ANAGCF.TABR.TERR.COM","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.CAP","CAP","NULL","NULL","3","N","5","NULL","CAP","0.CFG.ANAGCF.TABR.TERR","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.CAP.V","visualizzazione","CFGANAGCFTABRTERCAPV","CRUDCapBP","1","Y","6","NULL","V","0.CFG.ANAGCF.TABR.TERR.CAP","NULL","SYSTEM","SYSTEM","1"
"0.CFG.ANAGCF.TABR.TERR.CAP.M","gestione","CFGANAGCFTABRTERCAPM","CRUDCapBP","2","Y","6","NULL","M","0.CFG.ANAGCF.TABR.TERR.CAP","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.MANREV","Ass. manuale mandato/reversali","NULL","NULL","50","N","3","NULL","MANREV","0.DOC.MANDAT","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.MANREV.V","visualizzazione","DOCMANDATCOREMANREVV","CRUDAssManualeMandatoReversaleBP","1","Y","4","NULL","V","0.DOC.MANDAT.MANREV","NULL","SYSTEM","SYSTEM","1"
"0.DOC.MANDAT.MANREV.M","gestione","DOCMANDATCOREMANREVM","CRUDAssManualeMandatoReversaleBP","2","Y","4","NULL","M","0.DOC.MANDAT.MANREV","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.RISTAM","ristampe","NULL","NULL","3","N","3","NULL","RISTAM","0.AMM.FATTUR","NULL","SYSTEM","SYSTEM","1"
"0.AMM.FATTUR.RISTAM.M","gestione","AMMRISTAMDOCSRISTAMM","DocumentiAmministrativiRistampabiliBP","1","Y","4","NULL","M","0.AMM.FATTUR.RISTAM","NULL","SYSTEM","SYSTEM","1"
