"pg_storico_","im02","dt01","dt02","dacr","utcr","duva","utuv","pg_ver_rec","esercizio","cd_unita_funzionale","cd_chiave_primaria","cd_chiave_secondaria","val01","val02","val03","val04","im01","user_","dt_transaction_","action_"
"1169","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T21:50:00.000","$$$$SYSDATE$$$$","3211","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T21:50:01.000","U"
"1170","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T21:50:01.000","$$$$SYSDATE$$$$","3212","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T21:55:00.000","U"
"1171","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T21:55:00.000","$$$$SYSDATE$$$$","3213","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T21:55:01.000","U"
"1172","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T21:55:01.000","$$$$SYSDATE$$$$","3214","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:00:00.000","U"
"1173","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:00:00.000","$$$$SYSDATE$$$$","3215","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:00:01.000","U"
"1174","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:00:01.000","$$$$SYSDATE$$$$","3216","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:05:01.000","U"
"1175","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:05:01.000","$$$$SYSDATE$$$$","3217","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:05:03.000","U"
"1176","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:05:03.000","$$$$SYSDATE$$$$","3218","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:10:00.000","U"
"1177","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:10:00.000","$$$$SYSDATE$$$$","3219","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:10:01.000","U"
"1178","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:10:01.000","$$$$SYSDATE$$$$","3220","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:15:00.000","U"
"1179","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:15:00.000","$$$$SYSDATE$$$$","3221","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:15:01.000","U"
"1180","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:15:01.000","$$$$SYSDATE$$$$","3222","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:20:00.000","U"
"1181","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:20:00.000","$$$$SYSDATE$$$$","3223","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:20:00.000","U"
"1182","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:20:00.000","$$$$SYSDATE$$$$","3224","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:25:00.000","U"
"1183","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:25:00.000","$$$$SYSDATE$$$$","3225","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:25:01.000","U"
"1184","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:25:01.000","$$$$SYSDATE$$$$","3226","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:30:00.000","U"
"1185","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:30:00.000","$$$$SYSDATE$$$$","3227","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:30:04.000","U"
"1186","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:30:04.000","$$$$SYSDATE$$$$","3228","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:35:00.000","U"
"1187","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:35:00.000","$$$$SYSDATE$$$$","3229","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:35:05.000","U"
"1188","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:35:05.000","$$$$SYSDATE$$$$","3230","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:40:00.000","U"
"1189","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:40:00.000","$$$$SYSDATE$$$$","3231","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:40:01.000","U"
"1190","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:40:01.000","$$$$SYSDATE$$$$","3232","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:45:00.000","U"
"1191","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:45:00.000","$$$$SYSDATE$$$$","3233","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:45:01.000","U"
"1192","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:45:01.000","$$$$SYSDATE$$$$","3234","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:50:00.000","U"
"1193","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:50:00.000","$$$$SYSDATE$$$$","3235","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:50:01.000","U"
"1194","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:50:01.000","$$$$SYSDATE$$$$","3236","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T22:55:00.000","U"
"1195","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:55:00.000","$$$$SYSDATE$$$$","3237","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T22:55:01.000","U"
"1196","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T22:55:01.000","$$$$SYSDATE$$$$","3238","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T23:00:00.000","U"
"1197","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:00:00.000","$$$$SYSDATE$$$$","3239","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T23:00:01.000","U"
"1198","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:00:01.000","$$$$SYSDATE$$$$","3240","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T23:05:00.000","U"
"1199","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:05:00.000","$$$$SYSDATE$$$$","3241","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T23:05:01.000","U"
"1200","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:05:01.000","$$$$SYSDATE$$$$","3242","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T23:10:00.000","U"
"1201","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:10:00.000","$$$$SYSDATE$$$$","3243","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T23:10:01.000","U"
"1202","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:10:01.000","$$$$SYSDATE$$$$","3244","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T23:15:00.000","U"
"1203","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:15:00.000","$$$$SYSDATE$$$$","3245","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T23:15:01.000","U"
"1204","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:15:01.000","$$$$SYSDATE$$$$","3246","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T23:20:00.000","U"
"1205","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:20:00.000","$$$$SYSDATE$$$$","3247","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T23:20:01.000","U"
"1206","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:20:01.000","$$$$SYSDATE$$$$","3248","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T23:25:00.000","U"
"1207","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:25:00.000","$$$$SYSDATE$$$$","3249","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T23:25:01.000","U"
"1208","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T23:25:01.000","$$$$SYSDATE$$$$","3250","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T23:30:00.000","U"
"972","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T12:35:00.000","$$$$SYSDATE$$$$","3014","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T12:40:00.000","U"
"980","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T12:55:00.000","$$$$SYSDATE$$$$","3022","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T13:00:00.000","U"
"981","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:00:00.000","$$$$SYSDATE$$$$","3023","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T13:00:00.000","U"
"982","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:00:00.000","$$$$SYSDATE$$$$","3024","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T13:05:00.000","U"
"983","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:05:00.000","$$$$SYSDATE$$$$","3025","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T13:05:03.000","U"
"984","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:05:03.000","$$$$SYSDATE$$$$","3026","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T13:10:00.000","U"
"985","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:10:00.000","$$$$SYSDATE$$$$","3027","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T13:10:00.000","U"
"986","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:10:00.000","$$$$SYSDATE$$$$","3028","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T13:15:00.000","U"
"987","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:15:00.000","$$$$SYSDATE$$$$","3029","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T13:15:00.000","U"
"988","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:15:00.000","$$$$SYSDATE$$$$","3030","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T13:20:00.000","U"
"989","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:20:00.000","$$$$SYSDATE$$$$","3031","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T13:20:00.000","U"
"990","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:20:00.000","$$$$SYSDATE$$$$","3032","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T13:25:00.000","U"
"991","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:25:00.000","$$$$SYSDATE$$$$","3033","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T13:25:00.000","U"
"992","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:25:00.000","$$$$SYSDATE$$$$","3034","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T13:30:00.000","U"
"993","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:30:00.000","$$$$SYSDATE$$$$","3035","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T13:30:00.000","U"
"994","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:30:00.000","$$$$SYSDATE$$$$","3036","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T13:35:00.000","U"
"995","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:35:00.000","$$$$SYSDATE$$$$","3037","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T13:35:04.000","U"
"996","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:35:04.000","$$$$SYSDATE$$$$","3038","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T13:40:00.000","U"
"997","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T13:40:00.000","$$$$SYSDATE$$$$","3039","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T13:40:00.000","U"
"1071","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T17:45:00.000","$$$$SYSDATE$$$$","3113","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T17:45:01.000","U"
"1072","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T17:45:01.000","$$$$SYSDATE$$$$","3114","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T17:50:00.000","U"
"1073","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T17:50:00.000","$$$$SYSDATE$$$$","3115","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T17:50:00.000","U"
"1074","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T17:50:00.000","$$$$SYSDATE$$$$","3116","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T17:55:00.000","U"
"1075","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T17:55:00.000","$$$$SYSDATE$$$$","3117","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T17:55:01.000","U"
"1076","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T17:55:01.000","$$$$SYSDATE$$$$","3118","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T18:00:00.000","U"
"1077","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:00:00.000","$$$$SYSDATE$$$$","3119","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T18:00:00.000","U"
"1078","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:00:00.000","$$$$SYSDATE$$$$","3120","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T18:05:00.000","U"
"1079","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:05:00.000","$$$$SYSDATE$$$$","3121","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T18:05:04.000","U"
"1080","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:05:04.000","$$$$SYSDATE$$$$","3122","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T18:10:00.000","U"
"1081","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:10:00.000","$$$$SYSDATE$$$$","3123","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T18:10:01.000","U"
"1082","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:10:01.000","$$$$SYSDATE$$$$","3124","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T18:15:00.000","U"
"1083","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:15:00.000","$$$$SYSDATE$$$$","3125","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T18:15:01.000","U"
"1084","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:15:01.000","$$$$SYSDATE$$$$","3126","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T18:20:00.000","U"
"1085","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:20:00.000","$$$$SYSDATE$$$$","3127","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T18:20:00.000","U"
"1086","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:20:00.000","$$$$SYSDATE$$$$","3128","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T18:25:00.000","U"
"1087","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:25:00.000","$$$$SYSDATE$$$$","3129","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T18:25:01.000","U"
"1088","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:25:01.000","$$$$SYSDATE$$$$","3130","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T18:30:00.000","U"
"1089","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:30:00.000","$$$$SYSDATE$$$$","3131","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T18:30:00.000","U"
"1090","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:30:00.000","$$$$SYSDATE$$$$","3132","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","N","NULL","PCIR009","2017-11-17T18:35:00.000","U"
"1091","NULL","NULL","NULL","2016-02-02T16:04:30.000","$$$$SYSTEM$$$$","2017-11-17T18:35:00.000","$$$$SYSDATE$$$$","3133","0","*","EMAIL_PEC","SDI","servizio.fatturazione@pec.iss.it","M6eiOJtXxXgr02jEWFA5Ng==","NULL","Y","NULL","PCIR009","2017-11-17T18:35:01.000","U"
