"cd_bene_servizio","ds_bene_servizio","unita_misura","fl_gestione_inventario","fl_gestione_magazzino","cd_voce_iva","cd_categoria_gruppo","dacr","utcr","duva","utuv","pg_ver_rec","ti_bene_servizio","fl_obb_intrastat_acq","fl_obb_intrastat_ven","fl_valido","fl_autofattura","fl_bollo","fl_scadenza","tipo_servizio","tipo_manutenzione","note","tipo_gestione","sconti_applic_invent","cd_gruppo_merceologico","cd_tipo_articolo"
"092600","FASCETTE PER CABLAGGI","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"092700","FRUTTI MODULARI GEWISS","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"092800","FRUTTI TICINO MAGIC","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"092900","FUSIBILI WEBER","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"093000","GRAFFETTE FERMACAVO","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"093200","INTERRUTTORI CREPUSCOLARI","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"093300","INTERRUTTORI DIFFERENZIALI DIN","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"093400","INTERRUTTORI ORARI DIN","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"093500","INTERRUTTORI TRIPOLARI DIN","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"093600","INTERRUTTORI TETRAPOLARI DIN","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"093700","LAMPADINE ALOGENE","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"093900","LAMPADINE AD INCADESCENZA E 27","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"094000","LAMPADINE AD INCADESCENZA E 40","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"091100","CAVO GOMMATO TRIPOLARE","CM","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2007-03-15T10:15:14.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","N","NULL","TRA","N","NULL","NULL"
"091200","CAVO GOMMATO TETRAPOLARE","CM","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"091300","CENTRALINE AD INCASSO","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"091400","CENTRALINE A PARETE IP 55","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"091500","CESTELLI RESINA PORTAFRUTTO","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"091700","CONDENSATORI DI RIFAS.TO","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"091800","CONTENITORI MODULARI PORTAFR.","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"091900","COPERCHI AD ESPANSIONE","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"092000","CORDINA FLEX VARI COLORI..MMQ","CM","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"092100","CORRUGATO PER IMPIANTI","CM","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"092200","DIFFERENZIALI DIN BIPOLARI","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"092400","DIFFERENZIALI DIN TETRAPOLARI","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"092500","FARI PRECABLATI IP 55","N","N","Y","22","8.3","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:51.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172408","BUSTA A SACCO MOD.2408 F.TO 23X33 C/STRIP -GR.100","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2005-04-26T08:38:50.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172409","BUSTA SACCO 23X33 BIANCA-MOD.2409","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:54.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172410","BUSTA A SACCO MOD.2410 F.TO 40X30 C/STRIP - GR.100","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2005-04-26T08:41:37.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172412","BUSTA MOD. 2412 C/FINES. F.TO 23X11 C/STRIP- GR.90","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2005-04-26T08:49:07.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172413","BUSTA AEREA MOD.2413 11X23","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:54.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172102","MINUTA CARTA UFFICIALE  MOD. 2102","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172103","CARTA UFFICIALE MOD 2103","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172104","CARTA UFF.LE-DECRETI-MOD.2104","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172110","CARTA UFF.LE-4 COPIE- MOD.2110","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172120","CARTA UFFIC.(IL DIRETTORE) 1? PAG","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172121","CARTA UFFIC.(IL DIRETTORE) 2? PAG","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172201","CARTA UFFICIOSA - MOD.2201","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:54.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172206","STAMPATO COMITATO AMMINISTRATIVO","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:54.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172207","STAMPATO COMITATO SCIENTIFICO","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:54.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172208","STAMPATO COMMISSIONE VENDITE","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:54.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172209","STAMPATO CONSIGLIO DIRETT.LAB.","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:54.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172301","BLOCCO APPUNTI MOD. 2301","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:54.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172302","BLOCCO BUONI INTERNI MOD. 2302","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:54.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159906","CORRETTORE","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2015-06-08T10:09:05.000","MARRA","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159907","TEMPERAMATITA A 2 FORI IN METALLO","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2005-04-22T13:08:41.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159908","TAGLIACARTE ACCIAIO","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159910","PENNE NERE","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2005-04-22T11:36:00.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159913","PENNE C/BASE E CATENELLA","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159914","RICAMBI PER PENNE C/CATENELLA","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159919","CARTELLE SOSPESE","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159921","PENNARELLI PER LAVAGNA VARI COLORI","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2005-04-22T11:34:00.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159922","TAGLIERINO","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159923","NASTRO CORRETTORE","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159924","RICAMBI PER NASTRO CORRETTORE","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"159926","ELASTICI AD ANELLO E A FETTUCCIA","GR","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2005-04-22T12:22:14.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"172101","CARTA UFFICIALE CON OGG. MOD.2101","N","N","Y","22","8.7","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154310","CARTA PROTOCOLLO R/Q/B/USO BOLLO","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154320","CARTA EXTRA STRONG A4","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154340","CARTA MILLIMETR.A4 DIAMANT OPACA","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154345","CARTA FOTOCOPIE A4","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2005-01-17T10:15:21.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154430","PORTAMINE DIAMETRO 2 MM.","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154431","PORTAMINE DIAMETRO 0,5 MM.","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154435","MINE 2 MM CONF. DA 12 PZ.","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154500","BASE POST-IT","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154505","BASE SCOTCH","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154510","SET DA SCRIVANIA","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154520","RILEGAFOGLI A U","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"154525","SET RILEGATURA","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"158000","ETICHETTE ADESIVE IN MODULO CONTINUO","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2005-04-22T12:23:32.000","GULLOP","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"153705","PENNINO DRY INK JET X CALCOLATR.","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"153715","NASTRO TESSUTO V.COL.X MACCH.SCR.","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"153720","NASTRI X MACCH. SCRIV.ET 221/111","N","N","Y","22","8.1","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:10:53.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"237900","DIPIRIDILE              C/GR    5366-18-7","GR","N","Y","22","9.2","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:00.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"238000","S.D.S. PER ELETTR.       GR   100151-21-3","GR","N","Y","22","9.5","2017-05-19T09:52:42.000","MIGRAZIONE","2001-10-09T15:11:00.000","SYSTEM","1","B","Y","Y","Y","N","N","N","S","N","NULL","MAG","N","NULL","NULL"
"7778-53-2","POTASSIO FOSFATO TRIBASICO7778-53-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-07T09:29:48.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"10101-89-0","SODIO FOSFATO TRIBASICO10101-89-0","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-07T09:31:07.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"75-12-7","FORMAMIDE","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-07T09:36:01.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00498","TURBO EMULSORE","N","N","Y","22","3.2","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T10:13:34.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"599-02-04","R (-) ALPHA-HYDROXY-BETA,BETA-DIMETHYL599-02-04","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-08T12:27:07.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"26921-17-5","TIMOLOL MALEATE26921-17-5","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-08T12:29:00.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"28860-95-5","S-(-)-CARBIDOPA28860-95-5","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-08T12:31:19.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"5796-17-8","3-(3,4-DIHYDROXYPHENYL)-D-ALANINE5796-17-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-08T12:32:47.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"59-92-7","3-(3,4-DIHYDROXYPHENYL)-L-ALANINE59-92-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-08T12:33:46.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"63-84-3","3-(3,4-DIHYDROXYPHENYL)-DL-ALANINE63-84-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-08T12:35:22.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"76-61-9","THYMOL BLUE INDICATOR76-61-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-08T12:36:26.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00499","DISK DVD","N","N","Y","22","8.9","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-14T10:48:48.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00500","LUCIDI","N","N","Y","22","8.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-14T10:51:05.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00501","STAND FIERISTICO","N","N","Y","22","1.1","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-02T15:30:59.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00502","RIVELATORI AL GERMANIO (INV.)","N","N","Y","22","3.442","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T15:06:52.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"AA00503","ACCESSORI PER RIVELATORI AL GERMANIO (INV.)","N","N","Y","22","3.442","2017-05-19T09:52:42.000","MIGRAZIONE","2005-11-04T15:07:34.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"AA00504","SCHERMATURA DI PIOMBO","N","N","Y","22","3.8","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-22T12:33:27.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"101-55-3","BROMODIPHENYL ETHERS MIX IN ISOOCTANE COD. BDE-LMS101-55-3","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-23T14:08:38.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"41318-75-6","2,4,4'-TRIBROMODIPHENYL ETHER IN ISOOCTANE COD. BD41318-75-6","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-23T14:09:46.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"5436-43-1","2,2',4,4'-TETRABROMODIPHENYL ETHER COD. BDE-047S5436-43-1","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-23T14:12:19.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"60348-60-9","2,2',4,4',5-PENTABROMODIPHENYL ETHER IN ISOCTANE C60348-60-9","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-23T14:14:28.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"189084-64-8","2,2',4,4',6-PENTABROMODIPHENYL ETHER IN ISOCTANECOD. BDE-100S  189084-64-8","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-23T14:16:33.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"68631-49-2","2,2',4,4',5,5'-HEXABROMODIPHENYL ETHER IN ISOCTANECOD. BDE-153S  68631-49-2","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-23T14:18:04.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"207122-15-4","2,2',4,4',5,6'-HEXABROMODIPHENYL ETHER IN ISOCTANECOD. BDE-154S  207122-15-4","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-23T14:19:25.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"9048-46-8","ALBUMINA BOVINA9048-46-8","GR","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-27T10:08:16.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00505","ARMADIO FRIGO CONGELATORE","N","N","Y","22","3.1321","2017-05-19T09:52:42.000","MIGRAZIONE","2007-03-15T09:14:18.000","FIORETTOT","1","B","Y","Y","N","N","N","N","S","I","NULL","TRA","Y","NULL","NULL"
"AA00507","CHIAVE PER TAPPO BOTTIGLIA PER LE UNITA' INTERCAMBIABILI","N","N","Y","22","8.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-27T13:33:54.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","MAG","N","NULL","NULL"
"AA00508","STANDARD PER ANALISI IN GCMS","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-30T12:48:25.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"AA00509","GEL PER SCINTILLATORI","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-31T09:20:40.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"134-58-7","5-AZACYTIDINE134-58-7","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-31T11:17:46.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
"2353-33-5","5-AZA 2-DEOXYCYTIDINE2353-33-5","N","N","Y","22","9.0","2017-05-19T09:52:42.000","MIGRAZIONE","2003-10-31T11:19:03.000","FIORETTOT","1","B","Y","Y","Y","N","N","N","S","I","NULL","TRA","N","NULL","NULL"
